DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;54
2018;11 Noviembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";GUAYAS;5
2018;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;201
2018;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;78
2018;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;40
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;MANABI;44
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;26
2018;06 Junio;V;SIN ACTIVIDAD ECONOMICA - CIIU;GUAYAS;1
2018;06 Junio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;GUAYAS;4
2018;08 Agosto;F;CONSTRUCCIÓN.;MANABI;1405
2018;08 Agosto;P;ENSEÑANZA.;SANTA ELENA;45
2018;03 Marzo;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;GUAYAS;2
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;ESMERALDAS;15
2018;04 Abril;P;ENSEÑANZA.;ESMERALDAS;9
2018;02 Febrero;P;ENSEÑANZA.;ESMERALDAS;9
2018;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;2165
2018;12 Diciembre;F;CONSTRUCCIÓN.;ESMERALDAS;23
2018;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ESMERALDAS;16
2018;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ESMERALDAS;3
2018;07 Julio;F;CONSTRUCCIÓN.;MANABI;406
2018;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;941
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ESMERALDAS;58
2018;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;ESMERALDAS;2
2018;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;23
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;ESMERALDAS;3
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GUAYAS;79
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;33
2018;12 Diciembre;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;28
2018;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;ESMERALDAS;5
2018;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;59
2018;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;15
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;15
2018;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;GALAPAGOS;2
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SANTA ELENA;22
2018;04 Abril;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;GUAYAS;1
2018;08 Agosto;J;INFORMACIÓN Y COMUNICACIÓN.;SANTA ELENA;18
2018;02 Febrero;P;ENSEÑANZA.;SANTA ELENA;7
2018;04 Abril;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;SANTA ELENA;1
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;ZAMORA CHINCHIPE;5
2018;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;5
2018;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;SANTA ELENA;66
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;82
2018;03 Marzo;P;ENSEÑANZA.;LOS RIOS;20
2018;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOS RIOS;114
2018;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;9
2018;06 Junio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";GUAYAS;45
2018;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;137
2018;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;8
2018;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;9
2018;12 Diciembre;F;CONSTRUCCIÓN.;SANTA ELENA;29
2018;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;52
2018;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;18
2018;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MANABI;123
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;6
2018;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTA ELENA;22
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;10
2018;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOS RIOS;23
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";SANTA ELENA;60
2018;06 Junio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;31
2018;08 Agosto;P;ENSEÑANZA.;SUCUMBIOS;11
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;IMBABURA;14
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;28
2018;01 Enero;P;ENSEÑANZA.;LOJA;29
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOJA;6
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOJA;12
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;LOJA;44
2018;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOJA;1
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;121
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;40
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";LOJA;107
2018;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;41
2018;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOJA;55
2018;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;LOJA;22
2018;12 Diciembre;P;ENSEÑANZA.;LOJA;15
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;11
2018;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;18
2018;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CARCHI;14
2018;06 Junio;P;ENSEÑANZA.;IMBABURA;7
2018;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;SANTO DOMINGO DE LOS TSACHILAS;8
2018;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;ZAMORA CHINCHIPE;7
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;SANTO DOMINGO DE LOS TSACHILAS;55
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;13
2018;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;IMBABURA;44
2018;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;17
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;PICHINCHA;74
2018;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;24
2018;10 Octubre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;LOJA;1
2018;11 Noviembre;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;7
2018;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;18
2018;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;5
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;6
2018;09 Septiembre;F;CONSTRUCCIÓN.;IMBABURA;50
2018;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;IMBABURA;9
2018;02 Febrero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";IMBABURA;2
2018;07 Julio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";IMBABURA;5
2018;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;18
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;31
2018;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MANABI;1
2018;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MANABI;71
2018;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;74
2018;07 Julio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";MANABI;22
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;9
2018;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;11
2018;07 Julio;F;CONSTRUCCIÓN.;ORELLANA;84
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;43
2018;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;40
2018;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOS RIOS;38
2018;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOS RIOS;5
2018;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;13
2018;02 Febrero;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;LOJA;1
2018;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;19
2018;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;MANABI;34
2018;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SUCUMBIOS;35
2018;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MORONA SANTIAGO;28
2018;11 Noviembre;H;TRANSPORTE Y ALMACENAMIENTO.;SUCUMBIOS;14
2018;07 Julio;V;SIN ACTIVIDAD ECONOMICA - CIIU;PASTAZA;1
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;6
2018;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;16
2018;04 Abril;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";ORELLANA;1
2018;10 Octubre;F;CONSTRUCCIÓN.;PASTAZA;22
2018;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;COTOPAXI;19
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;MORONA SANTIAGO;4
2018;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PASTAZA;8
2018;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;37
2018;01 Enero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;9
2018;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;4
2018;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTA ELENA;8
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MORONA SANTIAGO;26
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;4
2018;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;34
2018;10 Octubre;S;OTRAS ACTIVIDADES DE SERVICIOS.;MORONA SANTIAGO;38
2018;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MANABI;77
2018;01 Enero;F;CONSTRUCCIÓN.;SUCUMBIOS;13
2018;04 Abril;F;CONSTRUCCIÓN.;ESMERALDAS;9
2018;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;4
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;PASTAZA;1
2018;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ORELLANA;20
2018;06 Junio;F;CONSTRUCCIÓN.;NAPO;12
2018;05 Mayo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;24
2018;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;16
2018;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;16
2018;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SUCUMBIOS;24
2018;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MORONA SANTIAGO;2
2018;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;25
2018;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;BOLIVAR;12
2018;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CARCHI;6
2018;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ZAMORA CHINCHIPE;6
2018;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PICHINCHA;63
2018;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;IMBABURA;10
2018;10 Octubre;P;ENSEÑANZA.;LOJA;12
2018;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;11
2018;10 Octubre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;AZUAY;2
2018;06 Junio;F;CONSTRUCCIÓN.;PICHINCHA;52
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CHIMBORAZO;7
2018;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;18
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;16
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;4
2018;12 Diciembre;P;ENSEÑANZA.;ESMERALDAS;7
2018;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;14
2018;12 Diciembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;17
2018;10 Octubre;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;15
2018;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ORELLANA;5
2018;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;18
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";SANTO DOMINGO DE LOS TSACHILAS;12
2018;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;9
2018;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;94
2018;02 Febrero;P;ENSEÑANZA.;TUNGURAHUA;19
2018;09 Septiembre;P;ENSEÑANZA.;TUNGURAHUA;25
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;TUNGURAHUA;63
2018;05 Mayo;F;CONSTRUCCIÓN.;TUNGURAHUA;20
2018;04 Abril;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;7
2018;03 Marzo;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;1
2018;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;74
2018;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;6
2018;12 Diciembre;F;CONSTRUCCIÓN.;PASTAZA;25
2018;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;TUNGURAHUA;32
2018;01 Enero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CAÑAR;21
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;111
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MORONA SANTIAGO;4
2018;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;4
2018;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;1
2018;03 Marzo;P;ENSEÑANZA.;CARCHI;4
2018;02 Febrero;P;ENSEÑANZA.;PASTAZA;2
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;8
2018;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;2
2018;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;29
2018;09 Septiembre;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;10
2018;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ZAMORA CHINCHIPE;12
2018;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;16
2018;06 Junio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ZAMORA CHINCHIPE;9
2018;06 Junio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;5
2018;02 Febrero;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;14
2018;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;MORONA SANTIAGO;9
2018;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MANABI;1
2018;09 Septiembre;F;CONSTRUCCIÓN.;AZUAY;50
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;11
2018;10 Octubre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTA ELENA;5
2018;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;AZUAY;7
2018;10 Octubre;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";PICHINCHA;7
2018;04 Abril;F;CONSTRUCCIÓN.;PASTAZA;12
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;CHIMBORAZO;12
2018;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTA ELENA;1
2018;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;77
2018;01 Enero;L;ACTIVIDADES INMOBILIARIAS.;BOLIVAR;1
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MANABI;38
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CARCHI;14
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;21
2018;04 Abril;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;NAPO;2
2018;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;EL ORO;11
2018;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ORELLANA;20
2018;02 Febrero;S;OTRAS ACTIVIDADES DE SERVICIOS.;ORELLANA;25
2018;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;BOLIVAR;5
2018;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;4
2018;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;4
2018;12 Diciembre;P;ENSEÑANZA.;ORELLANA;2
2018;02 Febrero;P;ENSEÑANZA.;SUCUMBIOS;4
2018;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;1
2018;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;5
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;1
2018;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;7
2018;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PICHINCHA;3
2018;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;41
2018;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;MORONA SANTIAGO;4
2018;03 Marzo;P;ENSEÑANZA.;SUCUMBIOS;6
2018;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;3
2018;07 Julio;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;12
2018;06 Junio;F;CONSTRUCCIÓN.;ESMERALDAS;6
2018;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;7
2018;11 Noviembre;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;18
2018;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;ZAMORA CHINCHIPE;5
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";TUNGURAHUA;1
2018;06 Junio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;1
2018;05 Mayo;F;CONSTRUCCIÓN.;GALAPAGOS;4
2018;10 Octubre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";LOS RIOS;2
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;SUCUMBIOS;2
2018;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;GALAPAGOS;2
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;4
